ddpg1_score, ddpg1_deque_score_mean,ddpg1_deque_score_tren
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
0.0,0.617200009226799,0.
