ddpg1_score, ddpg1_deque_score_mean,ddpg1_deque_score_tren
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
0.0,1.001400014963001,0.
